1.0,100000.0,1.9,1.0,12761.0,0.004248,0.0007892990572390377,0.01,0.02,0.06,0.17,0.38,-0.1457575383778336,0.1419353144776575,0.00020614307140931487,0.0008783486555330455,0.003017184790223837,0.008546036668121815,0.03143855184316635,0.015165060758590698,0.002997681964188814,34.449599378567655,195.79203663546937,686.9349386927788,2132.7451593138276,8513.779930826091,3910.4389280154605,255693118.96344578,0.00020614307140931487,0.0008503401768393815,0.0025252527557313442,0.007019345182925463,0.023656217381358147,0.011236133985221386,0.001727976487018168
1.0,100000.0,1.9,1.0,13335.0,0.004441666666666667,0.0008118523905723637,0.01,0.02,0.06,0.16,0.37,-0.18874839777814292,0.07120774390268268,0.00020614307140931487,0.0008841732633300126,0.0028490133117884398,0.008400648832321167,0.031838856637477875,0.015234870836138725,0.002975782612338662,35.71237604907947,201.37489405875093,689.2273467985797,2139.2319893325675,8693.895934432747,4007.942465926763,267249937.95123988,0.00020614307140931487,0.0008503401768393815,0.002603753237053752,0.007170434575527906,0.02472526766359806,0.011492145247757435,0.001676353975199163
1.0,100000.0,1.9,1.0,13559.0,0.004514333333333334,0.0007926883501683238,0.01,0.02,0.06,0.14,0.35,-0.32180018117300335,0.08023209668357997,0.00020614307140931487,0.0008783486555330455,0.0026893767062574625,0.0079365074634552,0.03052503801882267,0.014927128329873085,0.0029803807847201824,34.30953021934256,187.4675931722857,633.7090413100086,1997.4006240740416,8465.78326355219,3965.1366456372407,277715705.0986807,0.00020614307140931487,0.0008503401768393815,0.0024842461571097374,0.006782944779843092,0.024526195600628853,0.0113321952521801,0.0016583902761340141
1.0,100000.0,1.9,1.0,14058.0,0.0046816666666666664,0.0008729977777777472,0.01,0.02,0.06,0.17,0.36,-0.12683844029537517,0.0804940451354525,0.00020614307140931487,0.0009990012040361762,0.003058797214180231,0.00860456470400095,0.031986530870199203,0.015206032432615757,0.002842885907739401,36.79883699887432,212.62947524841874,723.7555098896846,2197.0928658289827,8734.019555622344,3948.1535350178706,239058915.73722062,0.00020614307140931487,0.0008783486555330455,0.002659574616700411,0.007022164296358824,0.024470901116728783,0.011126142926514149,0.0015366121660917997
1.0,100000.0,1.9,1.0,14143.0,0.004708,0.000857473063973032,0.01,0.02,0.06,0.16,0.36,-0.1991642763799553,0.09001789336434296,0.00020614307140931487,0.0008783486555330455,0.002849003067240119,0.008264461532235146,0.030605178326368332,0.014755540527403355,0.002767170313745737,35.93885110440897,200.78069643164054,683.6689667096362,2114.8039827357975,8546.595112568515,3967.672689513767,260098822.4472815,0.00020614307140931487,0.0008503401768393815,0.0025252527557313442,0.006913762539625168,0.02395741082727909,0.011143151670694351,0.0015715525951236486
1.0,100000.0,1.9,1.0,11386.0,0.003793,0.0007146783838383612,0.01,0.02,0.05,0.19,0.38,-0.11265031247055443,0.1893959269240811,0.00020614285313058645,0.0008503400604240596,0.003017184790223837,0.008567932061851025,0.030743597075343132,0.0157731045037508,0.003625794081017375,31.797319321549733,179.6131471171975,677.323299407959,2170.8642351111394,8467.947276758421,3924.7830673526464,276684027.68909436,0.00015054165851324797,0.0007276257965713739,0.002665433567017317,0.007092198822647333,0.02395741082727909,0.011431720107793808,0.0019369346555322409
1.0,100000.0,1.9,1.0,13040.0,0.004339333333333333,0.0008162678787878586,0.01,0.02,0.07,0.17,0.36,-0.09250623958341471,0.0555505632802106,0.00020614307140931487,0.0010379941668361425,0.0031897923909127712,0.009036092087626457,0.03324286267161369,0.015652449801564217,0.0028812293894588947,38.44282604599721,222.59555413271883,749.0805157432333,2253.6080589588705,8891.136198855937,4044.7309365869455,248061050.75590396,0.00020614307140931487,0.0008783486555330455,0.0026893767062574625,0.007352940738201141,0.02536136656999588,0.01154266856610775,0.001569640007801354
1.0,100000.0,1.9,1.0,13169.0,0.004387333333333333,0.0008278417508417239,0.01,0.02,0.06,0.17,0.37,-0.08576390482474697,0.0611242191856488,0.00020614307140931487,0.0009565309737809002,0.0031362008303403854,0.00892423465847969,0.032190192490816116,0.015440523624420166,0.0029475190676748753,35.63931469630916,205.44595859344395,727.7127407854423,2249.981797509244,8889.473755780635,4049.7133000073186,263680949.2110002,0.00020614307140931487,0.0008503404096700251,0.0026893767062574625,0.007410218007862568,0.024930745363235474,0.0116405775770545,0.0017100772820413113
1.0,100000.0,1.9,1.0,14262.0,0.004748,0.0009102889562289248,0.01,0.02,0.07,0.17,0.38,-0.02803268030808319,0.04902767971278603,0.00020614307140931487,0.0011223343899473548,0.003436426166445017,0.009773662313818932,0.03670243173837662,0.016853109002113342,0.0029803020879626274,40.22652857061477,240.1497638192959,819.7056538476609,2517.8246708035467,10057.027131566403,4360.4414858900645,238438864.8255098,0.00020614307140931487,0.000974658876657486,0.0028490026015788317,0.0077249049209058285,0.02603272534906864,0.011916538700461388,0.0015902839368209243
1.0,100000.0,1.9,1.0,14528.0,0.0048386666666666665,0.0008757954208753851,0.01,0.02,0.06,0.15,0.36,-0.21917360626751733,0.06322406548158185,0.00020614307140931487,0.0009565309737809002,0.002849003067240119,0.008153087459504604,0.03030303120613098,0.014472315087914467,0.002645218977704644,35.876703737344364,200.449846376077,675.7701764762169,2059.0835045844315,8416.610835226074,3883.574444989008,249699463.22403827,0.00020614307140931487,0.0008503401768393815,0.0025252520572394133,0.006802720483392477,0.024100085720419884,0.01114275585860014,0.0015507647767663002
